state,candidate,month,positive_cents,net_cents,count
SC,C00369033,2026-04,100000,100000,2
SC,C00369033,2026-05,50000,50000,1
SC,C00901918,2025-04,5000,5000,1
SC,C00901918,2025-05,20000,20000,2
SC,C00901918,2025-06,710000,710000,2
SC,C00901918,2025-07,15000,15000,2
SC,C00901918,2025-08,36900,36900,5
SC,C00901918,2025-09,26000,26000,3
SC,C00901918,2025-10,17500,17500,2
SC,C00901918,2025-11,10000,10000,1
SC,C00901918,2025-12,17500,17500,2
SC,C00901918,2026-02,35000,35000,3
SC,C00901918,2026-03,128102,128102,4
SC,C00901918,2026-04,35747,35747,6
SC,C00901918,2026-05,118842,118842,16
SC,C00901918,2026-06,95752,95752,22
SC,C00919084,2025-09,1200100,1200100,21
SC,C00919084,2025-10,967000,967000,22
SC,C00919084,2025-11,108000,108000,16
SC,C00919084,2025-12,407557,407557,28
SC,C00919084,2026-01,742900,742900,68
SC,C00919084,2026-02,2024300,2024300,154
SC,C00919084,2026-03,2959166,2959166,136
SC,C00919084,2026-04,737300,737300,115
SC,C00919084,2026-05,2066650,2066650,194
SC,C00919084,2026-06,2813069,2813069,189
SD,C00369033,2025-06,50000,50000,1
SD,C00369033,2026-04,50000,50000,1
SD,C00901918,2025-04,50000,50000,1
SD,C00901918,2025-10,25000,25000,1
SD,C00901918,2026-05,50000,50000,1
SD,C00919084,2025-09,40000,40000,2
SD,C00919084,2025-10,7500,7500,3
SD,C00919084,2025-11,7500,7500,3
SD,C00919084,2025-12,107500,107500,5
SD,C00919084,2026-01,97000,97000,13
SD,C00919084,2026-02,218000,218000,22
SD,C00919084,2026-03,125500,125500,19
SD,C00919084,2026-04,92500,92500,26
SD,C00919084,2026-05,324600,324600,44
SD,C00919084,2026-06,144869,144869,32
TN,C00369033,2025-01,5000,5000,2
TN,C00369033,2025-02,2500,2500,1
TN,C00369033,2025-03,2500,2500,1
TN,C00369033,2025-04,2500,2500,1
TN,C00369033,2025-05,237800,237800,27
TN,C00369033,2025-06,52500,52500,2
TN,C00369033,2025-07,52500,52500,2
TN,C00369033,2025-08,52500,52500,2
TN,C00369033,2025-09,352500,352500,7
TN,C00369033,2025-10,402500,402500,3
TN,C00369033,2025-11,2500,2500,1
TN,C00369033,2025-12,2500,2500,1
TN,C00369033,2026-01,18400,18400,5
TN,C00369033,2026-02,16000,16000,6
TN,C00369033,2026-03,100000,100000,1
TN,C00369033,2026-04,117500,117500,4
TN,C00369033,2026-05,52500,52500,2
TN,C00901918,2025-04,1874766,1874766,5
TN,C00901918,2025-06,10000,10000,1
TN,C00901918,2025-07,1000,1000,1
TN,C00901918,2025-08,1000,1000,1
TN,C00901918,2025-09,261500,261500,4
TN,C00901918,2025-10,77400,77400,6
TN,C00901918,2025-11,34113,34113,6
TN,C00901918,2025-12,45349,45349,6
TN,C00901918,2026-01,385849,385849,7
TN,C00901918,2026-02,84500,84500,9
TN,C00901918,2026-03,1280653,1280653,19
TN,C00901918,2026-04,343327,343327,10
TN,C00901918,2026-05,150368,-199632,23
TN,C00901918,2026-06,100443,100443,22
TN,C00919084,2025-01,1000,1000,1
TN,C00919084,2025-02,1000,1000,1
TN,C00919084,2025-03,1000,1000,1
TN,C00919084,2025-04,1000,1000,1
TN,C00919084,2025-05,1000,1000,1
TN,C00919084,2025-06,1333,1333,2
TN,C00919084,2025-07,1000,1000,1
TN,C00919084,2025-08,1000,1000,1
TN,C00919084,2025-09,1051000,1051000,24
TN,C00919084,2025-10,2601500,2601500,48
TN,C00919084,2025-11,124000,124000,17
TN,C00919084,2025-12,1297900,1297900,42
TN,C00919084,2026-01,1599026,1599026,65
TN,C00919084,2026-02,2428653,2428653,196
TN,C00919084,2026-03,4189777,4189777,188
TN,C00919084,2026-04,1545823,1545823,174
TN,C00919084,2026-05,3689126,3689126,327
TN,C00919084,2026-06,4108329,4108329,292
TX,C00369033,2025-01,339850,334850,89
TX,C00369033,2025-02,986270,986270,88
TX,C00369033,2025-03,14512153,14512153,246
TX,C00369033,2025-04,14978824,14973824,161
TX,C00369033,2025-05,5859152,5859152,160
TX,C00369033,2025-06,7639400,7626400,149
TX,C00369033,2025-07,2216750,2216750,108
TX,C00369033,2025-08,2244400,2244400,114
TX,C00369033,2025-09,12043198,12043198,177
TX,C00369033,2025-10,2977463,2977463,117
TX,C00369033,2025-11,4027192,4027192,162
TX,C00369033,2025-12,12574177,12574177,305
TX,C00369033,2026-01,7948423,7948423,219
TX,C00369033,2026-02,15919967,15919967,339
TX,C00369033,2026-03,29265483,29265427,249
TX,C00369033,2026-04,20778121,20765706,339
TX,C00369033,2026-05,18960004,18904204,539
TX,C00901918,2025-04,55497276,54097276,258
TX,C00901918,2025-05,36432679,36432679,235
TX,C00901918,2025-06,128864894,127275538,351
TX,C00901918,2025-07,8788786,6610711,214
TX,C00901918,2025-08,16457108,16436600,265
TX,C00901918,2025-09,70977411,69567001,505
TX,C00901918,2025-10,23011594,19992980,462
TX,C00901918,2025-11,22719464,22693439,401
TX,C00901918,2025-12,34885037,34885037,557
TX,C00901918,2026-01,23731369,23731369,492
TX,C00901918,2026-02,47626704,47616704,969
TX,C00901918,2026-03,30379806,30015450,1291
TX,C00901918,2026-04,19714384,18317277,1000
TX,C00901918,2026-05,42971317,39690435,2147
TX,C00901918,2026-06,37958776,37728891,1964
TX,C00919084,2025-06,2499,2499,3
TX,C00919084,2025-07,63666,63666,11
TX,C00919084,2025-08,13499,13499,5
TX,C00919084,2025-09,142100648,142100648,2450
TX,C00919084,2025-10,43967678,43937678,2927
TX,C00919084,2025-11,39575065,39575065,2584
TX,C00919084,2025-12,90455652,90455652,4602
TX,C00919084,2026-01,148152507,148097507,8341
TX,C00919084,2026-02,216536753,216536753,14551
TX,C00919084,2026-03,325305047,325305047,15861
TX,C00919084,2026-04,135427316,135427316,13328
TX,C00919084,2026-05,227714749,227714749,20741
TX,C00919084,2026-06,224884393,224819393,21478
UT,C00369033,2025-01,500,500,1
UT,C00369033,2025-02,500,500,1
UT,C00369033,2025-03,500,500,1
UT,C00369033,2025-04,500,500,1
UT,C00369033,2025-05,50000,50000,1
UT,C00369033,2025-07,50000,50000,1
UT,C00369033,2026-02,500000,500000,1
UT,C00369033,2026-03,350000,350000,1
UT,C00369033,2026-04,300000,300000,3
UT,C00369033,2026-05,25000,25000,1
UT,C00901918,2025-06,7625000,7625000,19
UT,C00901918,2025-07,960000,960000,3
UT,C00901918,2025-08,10000,10000,1
UT,C00901918,2025-09,710000,710000,2
UT,C00901918,2026-01,29890,29890,4
UT,C00901918,2026-02,409859,409859,4
UT,C00901918,2026-03,61436,61436,7
UT,C00901918,2026-04,3123,3123,1
UT,C00901918,2026-05,87910,87910,6
UT,C00901918,2026-06,12500,12500,2
UT,C00919084,2025-09,500000,500000,8
UT,C00919084,2025-10,45000,45000,3
UT,C00919084,2025-11,45000,45000,3
UT,C00919084,2025-12,290000,290000,7
UT,C00919084,2026-01,522500,522500,26
UT,C00919084,2026-02,1138000,1138000,62
UT,C00919084,2026-03,1165000,1165000,67
UT,C00919084,2026-04,326500,326500,58
UT,C00919084,2026-05,1789200,1789200,122
UT,C00919084,2026-06,1622731,1622731,115
VA,C00369033,2025-01,1250,1250,1
VA,C00369033,2025-02,351250,351250,2
VA,C00369033,2025-03,651250,651250,4
VA,C00369033,2025-04,940000,940000,4
VA,C00369033,2025-05,250000,250000,5
VA,C00369033,2025-06,701600,701600,9
VA,C00369033,2025-07,1609700,1609700,27
VA,C00369033,2025-08,654400,654400,19
VA,C00369033,2025-09,600600,600600,8
VA,C00369033,2025-10,611198,611198,8
VA,C00369033,2025-11,451900,451900,10
VA,C00369033,2025-12,755400,755400,8
VA,C00369033,2026-01,495000,495000,6
VA,C00369033,2026-02,580000,580000,7
VA,C00369033,2026-03,4152051,4152051,29
VA,C00369033,2026-04,1261750,1261750,16
VA,C00369033,2026-05,1016153,1016153,19
VA,C00901918,2025-04,796025,796025,5
VA,C00901918,2025-05,155000,155000,5
VA,C00901918,2025-06,20000,20000,2
VA,C00901918,2025-07,171025,171025,5
VA,C00901918,2025-08,55000,55000,4
VA,C00901918,2025-09,100000,100000,5
VA,C00901918,2025-10,25205,25205,3
VA,C00901918,2025-11,70205,70205,7
VA,C00901918,2025-12,357500,357500,12
VA,C00901918,2026-01,72176,72176,9
VA,C00901918,2026-02,532533,532533,27
VA,C00901918,2026-03,351742,351742,31
VA,C00901918,2026-04,178490,178490,20
VA,C00901918,2026-05,981357,981357,59
VA,C00901918,2026-06,1374116,1374116,41
VA,C00919084,2025-09,1760120,1760120,32
VA,C00919084,2025-10,874500,874500,47
VA,C00919084,2025-11,347900,347900,25
VA,C00919084,2025-12,4550600,4550600,65
VA,C00919084,2026-01,3168600,3168600,157
VA,C00919084,2026-02,7505826,7505826,376
VA,C00919084,2026-03,8139025,8139025,333
VA,C00919084,2026-04,1990527,1990527,332
VA,C00919084,2026-05,8953731,8953731,653
VA,C00919084,2026-06,7384374,7384374,603
VT,C00369033,2025-05,50000,50000,1
VT,C00901918,2026-04,5000,5000,1
VT,C00919084,2025-09,64081,64081,4
VT,C00919084,2025-10,437500,437500,17
VT,C00919084,2025-11,60000,60000,7
VT,C00919084,2025-12,184500,184500,14
VT,C00919084,2026-01,202000,202000,27
VT,C00919084,2026-02,711900,711900,53
VT,C00919084,2026-03,1034800,1034800,54
VT,C00919084,2026-04,316752,316752,52
VT,C00919084,2026-05,1268575,1268575,102
VT,C00919084,2026-06,1366008,1366008,101
WA,C00369033,2025-06,550000,400000,2
WA,C00369033,2025-08,375000,375000,2
WA,C00369033,2025-09,50000,50000,1
WA,C00369033,2025-10,350000,350000,1
WA,C00369033,2025-11,125000,125000,2
WA,C00369033,2026-01,100000,100000,1
WA,C00369033,2026-03,700000,700000,1
WA,C00369033,2026-04,100000,100000,2
WA,C00369033,2026-05,100000,100000,1
WA,C00901918,2025-04,225947,225947,6
WA,C00901918,2025-06,10000,10000,1
WA,C00901918,2025-08,26025,26025,1
WA,C00901918,2025-09,51025,51025,2
WA,C00901918,2025-10,4000,4000,1
WA,C00901918,2025-11,85000,85000,4
WA,C00901918,2025-12,13013,13013,1
WA,C00901918,2026-01,36435,36435,2
WA,C00901918,2026-02,93705,93705,6
WA,C00901918,2026-03,480708,480708,10
WA,C00901918,2026-04,78000,78000,5
WA,C00901918,2026-05,343852,343852,15
WA,C00901918,2026-06,230890,126788,11
WA,C00919084,2025-09,3195394,3195394,60
WA,C00919084,2025-10,1337700,1337700,84
WA,C00919084,2025-11,566000,566000,59
WA,C00919084,2025-12,1551520,1551520,112
WA,C00919084,2026-01,2750024,2750024,199
WA,C00919084,2026-02,8339181,8339181,539
WA,C00919084,2026-03,11729326,11729326,567
WA,C00919084,2026-04,8845053,8845053,545
WA,C00919084,2026-05,12912737,12912737,880
WA,C00919084,2026-06,12362332,12362332,848
WI,C00369033,2025-01,2500,2500,1
WI,C00369033,2025-02,2500,2500,1
WI,C00369033,2025-03,127500,127500,3
WI,C00369033,2025-04,2500,2500,1
WI,C00369033,2025-05,2500,2500,1
WI,C00369033,2025-06,2500,2500,1
WI,C00369033,2025-07,4000,4000,2
WI,C00369033,2025-08,2500,2500,1
WI,C00369033,2025-09,2500,2500,1
WI,C00369033,2025-10,2500,2500,1
WI,C00369033,2025-12,150900,150900,3
WI,C00369033,2026-03,100000,100000,1
WI,C00369033,2026-04,150000,150000,2
WI,C00901918,2025-04,25000,25000,1
WI,C00901918,2025-07,5000,5000,1
WI,C00901918,2025-08,5000,5000,1
WI,C00901918,2025-09,5000,5000,1
WI,C00901918,2025-10,65000,65000,3
WI,C00901918,2025-11,35000,35000,2
WI,C00901918,2025-12,5000,5000,1
WI,C00901918,2026-01,20615,20615,2
WI,C00901918,2026-02,35500,35500,3
WI,C00901918,2026-03,152435,152435,8
WI,C00901918,2026-04,10000,10000,2
WI,C00901918,2026-05,37525,37525,10
WI,C00901918,2026-06,95000,95000,4
WI,C00919084,2025-09,505000,505000,12
WI,C00919084,2025-10,200692,200692,9
WI,C00919084,2025-11,120000,120000,10
WI,C00919084,2025-12,270000,270000,15
WI,C00919084,2026-01,856187,856187,40
WI,C00919084,2026-02,1706200,1706200,107
WI,C00919084,2026-03,1547527,1547527,109
WI,C00919084,2026-04,484426,484426,91
WI,C00919084,2026-05,1656026,1656026,159
WI,C00919084,2026-06,1693906,1693906,163
WV,C00369033,2025-01,2500,2500,1
WV,C00369033,2025-02,2500,2500,1
WV,C00369033,2025-03,2500,2500,1
WV,C00369033,2025-05,55000,55000,3
WV,C00369033,2025-06,2500,2500,1
WV,C00369033,2025-07,2500,2500,1
WV,C00369033,2025-08,2500,2500,1
WV,C00369033,2025-09,2500,2500,1
WV,C00369033,2025-10,2500,2500,1
WV,C00369033,2025-11,2500,2500,1
WV,C00369033,2025-12,2500,2500,1
WV,C00369033,2026-01,102500,102500,2
WV,C00369033,2026-02,2500,2500,1
WV,C00369033,2026-04,2500,2500,1
WV,C00901918,2026-01,5000,5000,1
WV,C00901918,2026-02,15500,15500,3
WV,C00901918,2026-03,28910,28910,4
WV,C00901918,2026-04,29000,29000,4
WV,C00901918,2026-05,11910,11910,2
WV,C00901918,2026-06,11910,11910,2
WV,C00919084,2025-09,50000,50000,1
WV,C00919084,2025-12,160000,160000,3
WV,C00919084,2026-01,94500,94500,10
WV,C00919084,2026-02,512500,512500,17
WV,C00919084,2026-03,517500,517500,18
WV,C00919084,2026-04,72820,72820,13
WV,C00919084,2026-05,435000,435000,23
WV,C00919084,2026-06,146896,146896,25
WY,C00369033,2025-08,50000,50000,1
WY,C00369033,2026-04,50000,50000,1
WY,C00901918,2025-04,36435,36435,2
WY,C00901918,2025-06,726025,726025,2
WY,C00901918,2025-07,700000,700000,1
WY,C00901918,2025-10,25000,25000,1
WY,C00901918,2026-01,25000,25000,1
WY,C00901918,2026-02,10410,10410,1
WY,C00901918,2026-03,26025,26025,1
WY,C00901918,2026-04,17287,17287,2
WY,C00901918,2026-05,17287,17287,2
WY,C00901918,2026-06,15000,15000,2
WY,C00919084,2025-09,250000,250000,4
WY,C00919084,2025-10,165000,165000,4
WY,C00919084,2025-11,5000,5000,1
WY,C00919084,2025-12,5000,5000,1
WY,C00919084,2026-01,1532500,1532500,8
WY,C00919084,2026-02,258400,258400,15
WY,C00919084,2026-03,756834,756834,16
WY,C00919084,2026-04,517700,517700,11
WY,C00919084,2026-05,278200,278200,24
WY,C00919084,2026-06,1768396,1768396,34
XX,C00901918,2025-06,2150000,2150000,4
XX,C00901918,2026-02,75000,75000,2
XX,C00901918,2026-03,200000,200000,1
XX,C00901918,2026-05,50000,50000,1
ZZ,C00901918,2025-09,1530000,1530000,3
ZZ,C00901918,2026-01,300000,300000,1
ZZ,C00919084,2025-09,50000,50000,1
ZZ,C00919084,2026-02,100000,100000,1
